6.282599999999998630e+00,4.693599999999999994e+00,-4.460999999999959442e-02
4.189560000000000173e+00,5.859770000000000145e+00,6.654900000000001370e+00
-1.115000000000000213e+00,4.443400000000000460e+00,-7.615610000000000213e+00
2.870589999999999975e+00,2.384643000000000068e+00,3.135799999999999699e-01
-1.613999999999986557e-01,9.748172000000000281e+00,-2.076500000000002899e+00
7.814999999999976410e-01,7.509660000000000224e+00,2.593660000000000299e+00
-2.901999999999986812e-01,5.927989000000000175e+00,-1.718220000000000525e+00
5.489800000000000679e+00,-8.212200000000001054e+00,-3.451000000000004064e-01
-4.182599999999998541e-01,7.366230000000000722e+00,6.530900000000000816e+00
-3.930959999999999788e+00,-8.045700000000000074e+00,3.456899999999997419e+00
1.174899999999992062e-01,2.628899999999998016e+00,-8.662340000000000373e+00
2.808679999999999843e+00,-8.474809999999999732e+00,2.670650000000000190e+00
2.427599999999999980e+00,-7.332000000000000739e-01,3.071689999999999809e+00
9.874520000000000408e+00,-9.899999999999984368e-01,2.139999999999986358e-02
-5.851299999999998391e+00,8.023699999999998056e+00,9.121500000000004604e-01
-4.975000000000004974e-01,4.972080000000000055e+00,8.551100000000001700e+00
-1.081100000000001060e+00,-8.415089999999999293e+00,-3.113400000000002166e+00
-3.945056000000000118e+00,-6.838309999999999889e+00,5.419119999999999493e+00
8.040290000000000603e+00,-5.667000000000001592e+00,-1.314700000000000202e+00
1.780180000000000096e-01,9.111999999999973454e-01,-9.430860000000002685e+00
